region,year_surv,year,month,day,strata,strata_area,set,trip,vessel,pandalus_borealis,chionoecetes_opilio_small,gadus_morhua,reinhardtius_hippoglossoides,sebastes_mentella,planktivores
Maritimes,2012,2012,7,29,440,3169.2276,177,NED2012022,NED,4.4,0.0405029648593965,0,3.97,62.6,0.032
Maritimes,2012,2012,7,29,440,3169.2276,178,NED2012022,NED,5.48,0,0,3.25,97.86,0.021
Maritimes,2012,2012,7,30,440,3169.2276,179,NED2012022,NED,0.31,0.0011625822394862,0.002,0.93,79.69,0
Maritimes,2012,2012,7,6,472,4283.9451,18,NED2012022,NED,0,0,0,0,289.19,2.54
Maritimes,2012,2012,7,30,441,3429.9,180,NED2012022,NED,0.15,0,80.09,0,9.72,2.221
Maritimes,2012,2012,7,30,440,3169.2276,182,NED2012022,NED,0.782,0,0,1.502,54.44,0.012
Maritimes,2012,2012,7,30,445,3508.7877,183,NED2012022,NED,106.755,0,3.5,76.27,0.92,0.53
Maritimes,2012,2012,7,30,446,1684.0809,184,NED2012022,NED,0,0,0,2.16,281.21,0
Maritimes,2012,2012,7,30,446,1684.0809,185,NED2012022,NED,3.236,0,0.001,0,16.31,0
Maritimes,2012,2012,7,30,444,13462.3575,186,NED2012022,NED,0,0.0772513797016342,1.204,0,1.52,3.64
Maritimes,2012,2012,7,30,444,13462.3575,187,NED2012022,NED,162.15,0.202495578961201,5.76,1.3,0,0.511
Maritimes,2012,2012,7,31,443,4520.6082,188,NED2012022,NED,0,0.344947000837774,0.024,0,0.09,0.024
Maritimes,2012,2012,7,31,443,4520.6082,189,NED2012022,NED,0.529,1.39127138256167,0,0,0,1.24
Maritimes,2012,2012,7,7,472,4283.9451,19,NED2012022,NED,0,0,0,0,0.85,1.178
Maritimes,2012,2012,7,31,443,4520.6082,190,NED2012022,NED,0,0.975305575175162,0.621,0,0.014,10.76
Maritimes,2012,2012,7,31,444,13462.3575,191,NED2012022,NED,24.29,0.213649016922671,0.772,2.66,1.019,2.272
Maritimes,2012,2012,7,31,444,13462.3575,192,NED2012022,NED,0.044,0.00107276037039245,3.15,0,0.309,0.597
Maritimes,2012,2012,7,31,443,4520.6082,193,NED2012022,NED,0,0,0.548,0,0,36.556
Maritimes,2012,2012,7,31,446,1684.0809,194,NED2012022,NED,3.768,0,0.002,8.07,4.74,0
Maritimes,2012,2012,7,31,447,5542.7184,196,NED2012022,NED,0,0,12.04,0,0,0
Maritimes,2012,2012,8,1,447,5542.7184,197,NED2012022,NED,0,0.595990100763875,0.77,0,0.001,0.174
Maritimes,2012,2012,8,1,447,5542.7184,198,NED2012022,NED,0,0,0.168,0,0,1.273
Maritimes,2012,2012,8,1,447,5542.7184,199,NED2012022,NED,0,0,1.49,0,0,0.341
Maritimes,2012,2012,7,5,470,3155.508,2,NED2012022,NED,0.01,0,1.082,0,2447.56666666667,0.701
Maritimes,2012,2012,7,7,478,799.1667,20,NED2012022,NED,0,0,0,0,11.82,0
Maritimes,2012,2012,8,1,447,5542.7184,200,NED2012022,NED,0,0.0821313991629257,0,0,0,0.526
Maritimes,2012,2012,8,1,447,5542.7184,201,NED2012022,NED,0,0,0.255,0,0,13.758
Maritimes,2012,2012,8,1,449,493.9056,202,NED2012022,NED,0,0.0011625822394862,4.49,0,0,0.232
Maritimes,2012,2012,8,1,451,504.1953,204,NED2012022,NED,0,0,9,0,194.03,0.94
Maritimes,2012,2012,8,1,451,504.1953,205,NED2012022,NED,0,0,1.42,0,211.16,0.46
Maritimes,2012,2012,8,1,449,493.9056,206,NED2012022,NED,0,0,4.23,0,9.33,0
Maritimes,2012,2012,8,2,448,4969.9251,207,NED2012022,NED,0,0,0,0,0,0.188
Maritimes,2012,2012,8,2,450,1313.6517,208,NED2012022,NED,0,0,174.65,0,0,0.012
Maritimes,2012,2012,7,7,465,8173.4517,21,NED2012022,NED,0,0,0,0,0.002,5.76
Maritimes,2012,2012,8,2,448,4969.9251,210,NED2012022,NED,0,0.190907509052003,0,0,0,52.244
Maritimes,2012,2012,8,2,450,1313.6517,211,NED2012022,NED,0,0,1.61,0,0,5.942
Maritimes,2012,2012,8,2,448,4969.9251,212,NED2012022,NED,0,0.0161974871700921,0,0,0,26.022
Maritimes,2012,2012,8,2,448,4969.9251,213,NED2012022,NED,0,0,0,0,0,11.786
Maritimes,2012,2012,8,2,448,4969.9251,214,NED2012022,NED,0,0,0,0,0,4.846
Maritimes,2012,2012,8,2,448,4969.9251,215,NED2012022,NED,0,0.0209163430824716,0,0,0,0.52
Maritimes,2012,2012,8,2,448,4969.9251,216,NED2012022,NED,0,0.433207287765138,0,0,0,0.488
Maritimes,2012,2012,8,2,448,4969.9251,217,NED2012022,NED,0,0.421862435537246,0.202,0,0,0.926
Maritimes,2012,2012,8,3,450,1313.6517,218,NED2012022,NED,0,0.0698309371267998,0.438,1.6,29.4,1.172
Maritimes,2012,2012,8,3,452,1183.3155,219,NED2012022,NED,0.389,0.00569038802620259,0,6.14,8.28,0
Maritimes,2012,2012,7,7,465,8173.4517,22,NED2012022,NED,0,0,0,0,0,21.418
Maritimes,2012,2012,8,3,452,1183.3155,220,NED2012022,NED,0.488,0,0,1.44,0.634,0.694
Maritimes,2012,2012,8,3,456,3275.5545,221,NED2012022,NED,0.122,1.79635688507406,0,0,0,1.946
Maritimes,2012,2012,8,3,456,3275.5545,222,NED2012022,NED,4.31,2.18801318882748,0,0,0,0.707
Maritimes,2012,2012,8,3,456,3275.5545,223,NED2012022,NED,0,0,0,0,0,0.02
Maritimes,2012,2012,8,3,455,7278.2478,224,NED2012022,NED,0,0,0.76,0,0,1.51
Maritimes,2012,2012,8,3,455,7278.2478,225,NED2012022,NED,0,0,0,0,0,0
Maritimes,2012,2012,8,3,454,1711.5201,226,NED2012022,NED,0,0,0,0,0,0
Maritimes,2012,2012,8,4,453,888.3441,227,NED2012022,NED,0,0,0,0,26.52,0.034
Maritimes,2012,2012,8,4,455,7278.2478,228,NED2012022,NED,0,0,0,0,0,0.34
Maritimes,2012,2012,7,7,465,8173.4517,23,NED2012022,NED,0,0,0,0,0,85.404
Maritimes,2012,2012,8,4,454,1711.5201,230,NED2012022,NED,0,0,0,0,0,0.214
Maritimes,2012,2012,8,4,453,888.3441,231,NED2012022,NED,0,0,0,0,1.495,0.096
Maritimes,2012,2012,8,4,453,888.3441,232,NED2012022,NED,0,0,0,0,0.272,0.458
Maritimes,2012,2012,8,4,466,775.1574,233,NED2012022,NED,0,0,0,0,1.31,0.045
Maritimes,2012,2012,8,4,464,4448.5803,234,NED2012022,NED,0,0,0,0,0,0
Maritimes,2012,2012,8,4,465,8173.4517,235,NED2012022,NED,0,0,0,0,0,26.79
Maritimes,2012,2012,7,7,465,8173.4517,24,NED2012022,NED,0,0,0,0,2.49,16.2
Maritimes,2012,2012,7,7,465,8173.4517,25,NED2012022,NED,0,0,0.166,0,0.07,0.668
Maritimes,2012,2012,7,7,465,8173.4517,26,NED2012022,NED,0,0,0,0,0,5.121
Maritimes,2012,2012,7,7,465,8173.4517,27,NED2012022,NED,0,0,0.356,0,0,1.59
Maritimes,2012,2012,7,7,463,1035.8298,28,NED2012022,NED,0,0,0.043,0,0,34.21
Maritimes,2012,2012,7,7,463,1035.8298,29,NED2012022,NED,0,0,0,0,0,478.51
Maritimes,2012,2012,7,5,460,4609.7856,3,NED2012022,NED,0.082,0,0,0,108.89,14.37
Maritimes,2012,2012,7,7,465,8173.4517,30,NED2012022,NED,0,0,0,0,0.082,8.78
Maritimes,2012,2012,7,8,464,4448.5803,31,NED2012022,NED,0,0,0.69,0,1.35,5.65
Maritimes,2012,2012,7,8,462,7257.6684,32,NED2012022,NED,0,0,0,0,0.247,4.55
Maritimes,2012,2012,7,8,464,4448.5803,33,NED2012022,NED,0,0,0,0,2.474,18.842
Maritimes,2012,2012,7,8,464,4448.5803,34,NED2012022,NED,0,0,6.29,0,0,0.24
Maritimes,2012,2012,7,8,464,4448.5803,35,NED2012022,NED,0,0,40.4,0,0,5.038
Maritimes,2012,2012,7,8,455,7278.2478,36,NED2012022,NED,0,0,2.79,0,0,11.04
Maritimes,2012,2012,7,8,456,3275.5545,37,NED2012022,NED,0,0,0.412,0,0,113.537
Maritimes,2012,2012,7,8,462,7257.6684,38,NED2012022,NED,0,0,0,0,0.133,11.27
Maritimes,2012,2012,7,10,471,3443.6196,39,NED2012022,NED,0,0,0,0,20.28,1.082
Maritimes,2012,2012,7,5,461,3958.1046,4,NED2012022,NED,0,0.002,0,0,33.23,2.08
Maritimes,2012,2012,7,10,470,3155.508,40,NED2012022,NED,0,0,0,0,18.44,13.91
Maritimes,2012,2012,7,10,470,3155.508,41,NED2012022,NED,0,0,0,0,193.27,3.37
Maritimes,2012,2012,7,10,474,552.2139,42,NED2012022,NED,0,0,0,0,11.96,0
Maritimes,2012,2012,7,10,474,552.2139,43,NED2012022,NED,0,0,0.411,0,0.522,2.56
Maritimes,2012,2012,7,10,476,5069.3922,44,NED2012022,NED,2.186,0.025,0,0,333.95,2.02
Maritimes,2012,2012,7,10,476,5069.3922,45,NED2012022,NED,0,0,0,0,13.3,0.661
Maritimes,2012,2012,7,10,480,2246.5845,46,NED2012022,NED,0,0,0,0,0.136,3.05
Maritimes,2012,2012,7,11,481,6431.0625,47,NED2012022,NED,0,0,0,0,0.028,12.44
Maritimes,2012,2012,7,11,480,2246.5845,48,NED2012022,NED,0,0,0,0,0,0.238
Maritimes,2012,2012,7,11,482,3573.9558,49,NED2012022,NED,0,0,4.96,0,0,0
Maritimes,2012,2012,7,5,461,3958.1046,5,NED2012022,NED,0,0.001,0,0,9.95,1.77
Maritimes,2012,2012,7,11,481,6431.0625,50,NED2012022,NED,0,0,4.65,0,0,0.001
Maritimes,2012,2012,7,11,480,2246.5845,51,NED2012022,NED,0,0,3.81,0,0,0.528
Maritimes,2012,2012,7,11,480,2246.5845,52,NED2012022,NED,0,0,3.28,0,0,3.07
Maritimes,2012,2012,7,11,481,6431.0625,54,NED2012022,NED,0,0,4.55,0,75.88,6.08
Maritimes,2012,2012,7,11,481,6431.0625,55,NED2012022,NED,0,0,9.38,0,38.85,3.713
Maritimes,2012,2012,7,11,480,2246.5845,56,NED2012022,NED,0,0,11.94,0,1.068,5.68
Maritimes,2012,2012,7,11,480,2246.5845,57,NED2012022,NED,0,0,11.57,0,0,0.76
Maritimes,2012,2012,7,11,480,2246.5845,58,NED2012022,NED,0,0,3.33,0,0,130.28
Maritimes,2012,2012,7,12,480,2246.5845,59,NED2012022,NED,0,0,3.312,0,0,186.05
Maritimes,2012,2012,7,5,461,3958.1046,6,NED2012022,NED,0,0,0,0,948.95,2.3
Maritimes,2012,2012,7,12,481,6431.0625,60,NED2012022,NED,0,0,0,0,0,6.241
Maritimes,2012,2012,7,12,481,6431.0625,61,NED2012022,NED,0,0,0,0,0.135,3.62
Maritimes,2012,2012,7,12,481,6431.0625,62,NED2012022,NED,0,0,5.79,0,72.44,28.239
Maritimes,2012,2012,7,12,485,5426.1018,64,NED2012022,NED,0,0,1.764,0,0,0.156
Maritimes,2012,2012,7,12,484,7765.2936,65,NED2012022,NED,0,0,0,0,4.1,1.834
Maritimes,2012,2012,7,12,485,5426.1018,66,NED2012022,NED,0,0,0.266,0,0.343,1.237
Maritimes,2012,2012,7,13,490,2061.3699,69,NED2012022,NED,0,0,0.148,0,0.1,1.03
Maritimes,2012,2012,7,5,472,4283.9451,7,NED2012022,NED,0,0,0,0,0,233.09
Maritimes,2012,2012,7,13,491,2356.3413,70,NED2012022,NED,0,0,81.62,0,2.786,4.18
Maritimes,2012,2012,7,13,491,2356.3413,71,NED2012022,NED,0,0,0,0,0.21,29.326
Maritimes,2012,2012,7,13,491,2356.3413,72,NED2012022,NED,0,0,1.053,0,0,53.1
Maritimes,2012,2012,7,13,490,2061.3699,73,NED2012022,NED,0,0,4.52,0,0,25.376
Maritimes,2012,2012,7,13,495,2003.0616,74,NED2012022,NED,0,0,0,0,0,17.729
Maritimes,2012,2012,7,13,495,2003.0616,75,NED2012022,NED,0,0,0,0,0,16.015
Maritimes,2012,2012,7,13,495,2003.0616,76,NED2012022,NED,0,0,0,0,0,11.186
Maritimes,2012,2012,7,14,495,2003.0616,77,NED2012022,NED,0,0,0,0,0,4.217
Maritimes,2012,2012,7,14,494,1430.2683,78,NED2012022,NED,0,0,0,0,0,2.884
Maritimes,2012,2012,7,14,494,1430.2683,79,NED2012022,NED,0,0,0,0,0,17.85
Maritimes,2012,2012,7,5,471,3443.6196,8,NED2012022,NED,0,0,0,0,24.96,4.04
Maritimes,2012,2012,7,14,494,1430.2683,80,NED2012022,NED,0,0,0.199,0,0,19.178
Maritimes,2012,2012,7,14,494,1430.2683,81,NED2012022,NED,0,0,0,0,0,14.096
Maritimes,2012,2012,7,14,493,1828.1367,82,NED2012022,NED,0,0,0,0,0,11.544
Maritimes,2012,2012,7,14,491,2356.3413,83,NED2012022,NED,0,0,2.21,0,0,83.203
Maritimes,2012,2012,7,14,492,3724.8714,84,NED2012022,NED,0,0,0,0,1.322,5.875
Maritimes,2012,2012,7,15,493,1828.1367,85,NED2012022,NED,0,0,0,0,0.212,6.25
Maritimes,2012,2012,7,15,493,1828.1367,86,NED2012022,NED,0.208,0,0,0,0,12.836
Maritimes,2012,2012,7,15,493,1828.1367,87,NED2012022,NED,0.31,0,0,0,0,27.748
Maritimes,2012,2012,7,15,492,3724.8714,88,NED2012022,NED,0,0,0,1.135,0,9.863
Maritimes,2012,2012,7,15,492,3724.8714,89,NED2012022,NED,0,0,4.69,0,541.39,51.896
Maritimes,2012,2012,7,5,471,3443.6196,9,NED2012022,NED,0,0,0,0,31.6,0.668
Maritimes,2012,2012,7,15,492,3724.8714,90,NED2012022,NED,0,0,0.602,0,0,211.79
Maritimes,2012,2012,7,15,485,5426.1018,91,NED2012022,NED,0,0,5.52,0,4.72,11.715
Maritimes,2012,2012,7,15,485,5426.1018,92,NED2012022,NED,0,0,0,0,307.07,23.82
Maritimes,2012,2012,7,15,484,7765.2936,93,NED2012022,NED,0,0,0,0,177.1,3.738
Maritimes,2012,2012,7,16,484,7765.2936,94,NED2012022,NED,0,0,0,0,22.71,19.76
Maritimes,2012,2012,7,16,484,7765.2936,95,NED2012022,NED,0,0,0,0,94.44,12.38
Maritimes,2012,2012,7,16,485,5426.1018,96,NED2012022,NED,0,0,4.76,0,126.22,2.912
Maritimes,2012,2012,7,16,484,7765.2936,97,NED2012022,NED,0,0,0,0,232.74,3.908
Maritimes,2012,2012,7,16,482,3573.9558,98,NED2012022,NED,0,0,8.16,0,6.76,0.226
Maritimes,2012,2012,7,16,483,1824.7068,99,NED2012022,NED,0,0,0,0,0,0.005
Maritimes,2013,2013,7,3,474,552.2139,10,NED2013022,NED,0,0,0,0,69.02,0
Maritimes,2013,2013,7,15,465,8173.4517,100,NED2013022,NED,0,0,0,0,0.09,29.2
Maritimes,2013,2013,7,15,465,8173.4517,101,NED2013022,NED,0,0,0,0,0,0.682
Maritimes,2013,2013,7,15,465,8173.4517,102,NED2013022,NED,0,0,0,0,0,18.846
Maritimes,2013,2013,7,15,472,4283.9451,103,NED2013022,NED,0,0,0,0,0,0.93
Maritimes,2013,2013,7,15,478,799.1667,104,NED2013022,NED,0,0,0,0,1.5,2.518
Maritimes,2013,2013,7,15,478,799.1667,106,NED2013022,NED,0,0,0,0,4.72,0
Maritimes,2013,2013,7,16,465,8173.4517,107,NED2013022,NED,0,0,0,0,1.14,0
Maritimes,2013,2013,7,16,465,8173.4517,108,NED2013022,NED,0,0,0,0,0.188,3.58
Maritimes,2013,2013,7,16,465,8173.4517,109,NED2013022,NED,0,0,0,0,4.42,218.33
Maritimes,2013,2013,7,3,476,5069.3922,11,NED2013022,NED,0,0,0,0,223.55,2.07
Maritimes,2013,2013,7,16,465,8173.4517,110,NED2013022,NED,0,0,0,0,0,55.86
Maritimes,2013,2013,7,16,463,1035.8298,111,NED2013022,NED,0,0,0.403,0,0.428,48.43
Maritimes,2013,2013,7,16,463,1035.8298,112,NED2013022,NED,0,0,6.16,0,0,0.64
Maritimes,2013,2013,7,16,462,7257.6684,113,NED2013022,NED,0,0,0,0,0,35.54
Maritimes,2013,2013,7,16,462,7257.6684,114,NED2013022,NED,0,0,0,0,0.152,2.42
Maritimes,2013,2013,7,17,465,8173.4517,115,NED2013022,NED,0,0,0.238,0,0,13.51
Maritimes,2013,2013,7,17,465,8173.4517,116,NED2013022,NED,0,0,0.008,0,0,20.64
Maritimes,2013,2013,7,17,464,4448.5803,117,NED2013022,NED,0,0,2.808,0,18.18,94.31
Maritimes,2013,2013,7,17,464,4448.5803,118,NED2013022,NED,0,0,1.38,0,1.48,0
Maritimes,2013,2013,7,17,464,4448.5803,119,NED2013022,NED,0,0,0.001,0,0.002,0.213
Maritimes,2013,2013,7,4,476,5069.3922,12,NED2013022,NED,0,0,0,0,139.37,10.66
Maritimes,2013,2013,7,17,464,4448.5803,120,NED2013022,NED,0,0,0,0,0.202,0
Maritimes,2013,2013,7,17,466,775.1574,121,NED2013022,NED,0,0,0,0,0.98,0.001
Maritimes,2013,2013,7,17,466,775.1574,122,NED2013022,NED,0,0,0,0,4.12,0.189
Maritimes,2013,2013,7,18,454,1711.5201,125,NED2013022,NED,0,0,0,0,4.14,0
Maritimes,2013,2013,7,18,464,4448.5803,126,NED2013022,NED,0,0,2.54,0,0,3.62
Maritimes,2013,2013,7,18,455,7278.2478,127,NED2013022,NED,0,0,0.109,0,0,0.001
Maritimes,2013,2013,7,18,455,7278.2478,128,NED2013022,NED,0,0,1,0,0,0.001
Maritimes,2013,2013,7,18,464,4448.5803,129,NED2013022,NED,0,0,122.05,0,0,15.181
Maritimes,2013,2013,7,4,476,5069.3922,13,NED2013022,NED,0,0,1.164,0,115.03,9.56
Maritimes,2013,2013,7,18,464,4448.5803,130,NED2013022,NED,0,0,0,0,0,0
Maritimes,2013,2013,7,18,456,3275.5545,131,NED2013022,NED,0,0,0,0,0,129.81
Maritimes,2013,2013,7,18,456,3275.5545,132,NED2013022,NED,0,0,1.19,0,0,0.432
Maritimes,2013,2013,7,18,455,7278.2478,133,NED2013022,NED,0,0,0,0,0,0
Maritimes,2013,2013,7,18,455,7278.2478,134,NED2013022,NED,0,0,0.583,0,0,0
Maritimes,2013,2013,7,19,455,7278.2478,135,NED2013022,NED,0,0,0,0,0,0
Maritimes,2013,2013,7,19,455,7278.2478,136,NED2013022,NED,0,0,0,0,0,0.003
Maritimes,2013,2013,7,19,455,7278.2478,137,NED2013022,NED,0,0,0.005,0,0,0.003
Maritimes,2013,2013,7,19,453,888.3441,138,NED2013022,NED,0,0,0,0,1.59,0.326
Maritimes,2013,2013,7,19,455,7278.2478,139,NED2013022,NED,0,0,0,0,0,0.007
Maritimes,2013,2013,7,4,475,535.0644,14,NED2013022,NED,0,0,0.228,0,0.098,34.58
Maritimes,2013,2013,7,19,455,7278.2478,140,NED2013022,NED,0,0,0,0,0,0.004
Maritimes,2013,2013,7,19,455,7278.2478,141,NED2013022,NED,0,0,0,0,0,0.009
Maritimes,2013,2013,7,19,453,888.3441,142,NED2013022,NED,0,0,0,0,39,0.145
Maritimes,2013,2013,7,19,454,1711.5201,143,NED2013022,NED,0,0,0,0,0,0
Maritimes,2013,2013,7,19,455,7278.2478,144,NED2013022,NED,0,0,0,0,0,0.056
Maritimes,2013,2013,7,19,456,3275.5545,145,NED2013022,NED,0,0,0,0,0,0.167
Maritimes,2013,2013,7,20,452,1183.3155,146,NED2013022,NED,0.973,0.07,4.2,0.95,16.19,0.222
Maritimes,2013,2013,7,20,452,1183.3155,147,NED2013022,NED,0.602,0.069,0,3.6,12.49,0.645
Maritimes,2013,2013,7,20,450,1313.6517,148,NED2013022,NED,0,0,0.436,0,0.302,1.664
Maritimes,2013,2013,7,20,448,4969.9251,149,NED2013022,NED,0,0.064,0,0,0,0.294
Maritimes,2013,2013,7,4,475,535.0644,15,NED2013022,NED,0,0,3.084,0,0.59,9.862
Maritimes,2013,2013,7,20,448,4969.9251,150,NED2013022,NED,0,0,0,0,0,2.896
Maritimes,2013,2013,7,20,450,1313.6517,151,NED2013022,NED,0,0,0,0,0,0.452
Maritimes,2013,2013,7,20,448,4969.9251,152,NED2013022,NED,0,0,0.312,0,0,5.212
Maritimes,2013,2013,7,20,448,4969.9251,153,NED2013022,NED,0,0,0,0,0,3.75
Maritimes,2013,2013,7,20,448,4969.9251,154,NED2013022,NED,0,0.594344955801507,0,0,0,1.558
Maritimes,2013,2013,7,20,443,4520.6082,155,NED2013022,NED,24.23,0.894743565978029,0,0,0,14.4
Maritimes,2013,2013,7,21,445,3508.7877,156,NED2013022,NED,8.36,0,0,5,0.918,0.2
Maritimes,2013,2013,7,21,448,4969.9251,157,NED2013022,NED,11.225,1.61788593796093,0,0,0,1.482
Maritimes,2013,2013,7,21,445,3508.7877,158,NED2013022,NED,16.577,0.240026645491748,5.16,57.03,9.48,0.774
Maritimes,2013,2013,7,21,448,4969.9251,159,NED2013022,NED,11.134,1.61797527759947,0,0,0,1.207
Maritimes,2013,2013,7,4,481,6431.0625,16,NED2013022,NED,0,0,0.092,0,0,16.6
Maritimes,2013,2013,7,21,457,2781.6489,160,NED2013022,NED,0,0,0.091,0,0.102,0.18
Maritimes,2013,2013,7,21,456,3275.5545,161,NED2013022,NED,0,0,0.008,0,0,0.005
Maritimes,2013,2013,7,21,456,3275.5545,162,NED2013022,NED,0.015,0,0.038,0,0,0
Maritimes,2013,2013,7,21,456,3275.5545,163,NED2013022,NED,0.01,0,0.318,0,0,101.46
Maritimes,2013,2013,7,21,456,3275.5545,164,NED2013022,NED,0,0.714886800945871,0.156,0,0,62.42
Maritimes,2013,2013,7,22,458,2256.8742,165,NED2013022,NED,0,0.21,0.216,0,0,0.2
Maritimes,2013,2013,7,22,457,2781.6489,166,NED2013022,NED,0.017,0.627711354311678,0.57,0,0.083,2.422
Maritimes,2013,2013,7,22,458,2256.8742,167,NED2013022,NED,0,0.118,0.189,0,0,0.375
Maritimes,2013,2013,7,22,458,2256.8742,168,NED2013022,NED,0,0.143781229688303,0.037,0,0,0.026
Maritimes,2013,2013,7,22,458,2256.8742,169,NED2013022,NED,34.25,0,0,0,0,0.109
Maritimes,2013,2013,7,4,480,2246.5845,17,NED2013022,NED,0,0,10.22,0,0,25.42
Maritimes,2013,2013,7,22,458,2256.8742,170,NED2013022,NED,0.255,0.08,6.9,0,0,0.019
Maritimes,2013,2013,7,22,458,2256.8742,171,NED2013022,NED,0,1.52863614523753,0.001,0,0,0.022
Maritimes,2013,2013,7,22,456,3275.5545,172,NED2013022,NED,0,0.108,2.47,0,0,76.64
Maritimes,2013,2013,7,22,462,7257.6684,173,NED2013022,NED,0,0.054,0,0,152.04,18.64
Maritimes,2013,2013,7,22,462,7257.6684,174,NED2013022,NED,0,0,0,0,1.117,22.79
Maritimes,2013,2013,7,25,460,4609.7856,177,NED2013022,NED,0,0,0,0,16.14,33.442
Maritimes,2013,2013,7,25,460,4609.7856,178,NED2013022,NED,0,0,0,0,61.62,26.94
Maritimes,2013,2013,7,25,461,3958.1046,179,NED2013022,NED,0,0,0,0,11.15,19.325
Maritimes,2013,2013,7,4,477,4225.6368,18,NED2013022,NED,0,0,0,0,0,0
Maritimes,2013,2013,7,25,459,10797.3252,180,NED2013022,NED,0,0,0.74,0,1.38,42.15
Maritimes,2013,2013,7,25,459,10797.3252,181,NED2013022,NED,0.729,0.62429788642572,0.998,1.59,0,17.35
Maritimes,2013,2013,7,25,459,10797.3252,182,NED2013022,NED,34.062,0.178,0.732,4.09,0,0
Maritimes,2013,2013,7,25,459,10797.3252,183,NED2013022,NED,29.68,2.80082087044117,0,0,0.002,0.076
Maritimes,2013,2013,7,25,444,13462.3575,184,NED2013022,NED,29.51,0.313,1.05,0,0,1.79
Maritimes,2013,2013,7,26,444,13462.3575,185,NED2013022,NED,0,0.063,0.004,0,0.034,0
Maritimes,2013,2013,7,26,444,13462.3575,186,NED2013022,NED,34.428,0.330388734678136,0,0,0,0.455
Maritimes,2013,2013,7,26,443,4520.6082,187,NED2013022,NED,0,0.69156011646768,0,0,0,1.724
Maritimes,2013,2013,7,26,445,3508.7877,188,NED2013022,NED,31.571,0.447932072782577,1.7,14.39,4.51,0.136
Maritimes,2013,2013,7,26,447,5542.7184,189,NED2013022,NED,0,0.324,0,0,0.412,19.018
Maritimes,2013,2013,7,4,481,6431.0625,19,NED2013022,NED,0,0,2.964,0,0.033,0.264
Maritimes,2013,2013,7,26,447,5542.7184,190,NED2013022,NED,0,0.903828938744377,0,0,0,0.412
Maritimes,2013,2013,7,26,448,4969.9251,191,NED2013022,NED,0,0.029,2.662,0,0,0
Maritimes,2013,2013,7,26,451,504.1953,194,NED2013022,NED,0,0,0,0,2.04,0
Maritimes,2013,2013,7,27,450,1313.6517,195,NED2013022,NED,0,0,1.22,0,0.106,0
Maritimes,2013,2013,7,27,447,5542.7184,196,NED2013022,NED,0,0,1.004,0,0,0.006
Maritimes,2013,2013,7,27,447,5542.7184,197,NED2013022,NED,0,0.098,0,0,0.001,0.1
Maritimes,2013,2013,7,27,449,493.9056,198,NED2013022,NED,0,0,0,0,10.96,0
Maritimes,2013,2013,7,27,451,504.1953,199,NED2013022,NED,0,0,3.04,0,10.6,4.5
Maritimes,2013,2013,7,2,470,3155.508,2,NED2013022,NED,0,0,0.858,0,183.42,5.3
Maritimes,2013,2013,7,4,480,2246.5845,20,NED2013022,NED,0,0,0,0,0,0
Maritimes,2013,2013,7,27,449,493.9056,201,NED2013022,NED,0,0,2.47,0,0,0
Maritimes,2013,2013,7,27,447,5542.7184,202,NED2013022,NED,0,0,0.22,0,0,41.878
Maritimes,2013,2013,7,27,447,5542.7184,203,NED2013022,NED,0,0,0,0,0,2.128
Maritimes,2013,2013,7,27,446,1684.0809,204,NED2013022,NED,0,0,0,0,125.27,0
Maritimes,2013,2013,7,28,447,5542.7184,205,NED2013022,NED,0,0.041,198.95,0,0.092,0
Maritimes,2013,2013,7,28,443,4520.6082,206,NED2013022,NED,0,0.062,3.82,0,0,0.56
Maritimes,2013,2013,7,28,443,4520.6082,207,NED2013022,NED,0,0.248,0.196,0,0,1.214
Maritimes,2013,2013,7,28,446,1684.0809,208,NED2013022,NED,0.498,0,0,0,53.13,0
Maritimes,2013,2013,7,28,444,13462.3575,209,NED2013022,NED,0,0,21.31,0,42.8,13.41
Maritimes,2013,2013,7,5,480,2246.5845,21,NED2013022,NED,0,0,3.27,0,0,3.768
Maritimes,2013,2013,7,28,444,13462.3575,210,NED2013022,NED,0,0,22.71,0,331.87,375.058
Maritimes,2013,2013,7,28,446,1684.0809,211,NED2013022,NED,0.623,0,0,1.39,55.33,0
Maritimes,2013,2013,7,28,444,13462.3575,212,NED2013022,NED,0,0.876817170479964,0,0,0,0
Maritimes,2013,2013,7,29,444,13462.3575,213,NED2013022,NED,1.37,0.047,1.632,0,0.254,0
Maritimes,2013,2013,7,29,445,3508.7877,214,NED2013022,NED,1.633,0,12.28,9.31,0.32,0.124
Maritimes,2013,2013,7,29,443,4520.6082,215,NED2013022,NED,0,0.560049249152736,0.196,0,0.001,0
Maritimes,2013,2013,7,29,459,10797.3252,216,NED2013022,NED,129.742,0.136,6.01,11.34,0.004,0.56
Maritimes,2013,2013,7,29,459,10797.3252,217,NED2013022,NED,111.49,0.405,8.21,14.48,0,0.59
Maritimes,2013,2013,7,29,442,4928.7663,218,NED2013022,NED,0,0.726461931874196,0,0,0,72.001
Maritimes,2013,2013,7,29,442,4928.7663,219,NED2013022,NED,0.44,0.187,0,0,0,0.115
Maritimes,2013,2013,7,5,480,2246.5845,22,NED2013022,NED,0,0,0.112,0,0,10.9
Maritimes,2013,2013,7,29,444,13462.3575,220,NED2013022,NED,0,0,0.411,0,0.042,6.745
